"PERMNO" "DATE" "TICKER" "PRC" "RET" "RETX" "vwretd" "vwretx" "ewretd" "ewretx" "sprtrn"
"494" 12060 20041216 "GE" 37.11 -0.007489 -0.007489 -0.003263 -0.003313 -0.003331 -0.003384 -0.002082
"495" 12060 20041217 "GE" 36.75 -0.009701 -0.009701 -0.004301 -0.004347 0.001681 0.001601 -0.007472
"496" 12060 20041220 "GE" 37.11 0.009796 0.009796 -0.000796 -0.000859 -0.003269 -0.003318 0.00036
"497" 12060 20041221 "GE" 37.17 0.001617 0.001617 0.008996 0.008946 0.007313 0.007187 0.00904
"498" 12060 20041222 "GE" 36.84 -0.002959 -0.008878 0.003477 0.003223 0.003716 0.003637 0.003418
"499" 12060 20041223 "GE" 36.77 -0.0019 -0.0019 0.001099 0.001048 0.003445 0.003313 0.000463
"500" 12060 20041227 "GE" 36.57 -0.005439 -0.005439 -0.003971 -0.003997 -0.000817 -0.000851 -0.004305
"501" 12060 20041228 "GE" 36.69 0.003281 0.003281 0.008061 0.008036 0.010038 0.009948 0.007154
"502" 12060 20041229 "GE" 36.56 -0.003543 -0.003543 0.000634 0.000412 0.002216 0.001819 -7.4e-05
"503" 12060 20041230 "GE" 36.6 0.001094 0.001094 0.000697 0.000617 0.004193 0.004077 8.2e-05
"504" 12060 20041231 "GE" 36.5 -0.002732 -0.002732 -0.001005 -0.001028 0.00343 0.003393 -0.001343
"505" 12079 20040102 "GM" 53.64 0.004494 0.004494 -0.000786 -0.000861 0.00607 0.006048 -0.003094
"506" 12079 20040105 "GM" 54.59 0.017711 0.017711 0.012265 0.01226 0.012936 0.012927 0.012395
"507" 12079 20040106 "GM" 54.26 -0.006045 -0.006045 0.00195 0.001916 0.004868 0.004855 0.001292
"508" 12079 20040107 "GM" 55 0.013638 0.013638 0.002715 0.002519 0.005653 0.005574 0.002367
"509" 12079 20040108 "GM" 54.99 -0.000182 -0.000182 0.004865 0.004831 0.008348 0.008317 0.004963
"510" 12079 20040109 "GM" 53.81 -0.021458 -0.021458 -0.006232 -0.006242 -0.000313 -0.000341 -0.008888
"511" 12079 20040112 "GM" 53.86 0.000929 0.000929 0.005254 0.005231 0.00883 0.008809 0.004787
"512" 12079 20040113 "GM" 53.33 -0.00984 -0.00984 -0.004593 -0.004657 -0.000546 -0.000738 -0.005332
"513" 12079 20040114 "GM" 53.79 0.008626 0.008626 0.007246 0.007202 0.006933 0.006825 0.008295
"514" 12079 20040115 "GM" 54 0.003904 0.003904 0.001137 0.001115 0.001466 0.0014 0.001353
"515" 12079 20040116 "GM" 54.07 0.001296 0.001296 0.006975 0.006972 0.008029 0.008025 0.006872
"516" 12079 20040120 "GM" 53.87 -0.003699 -0.003699 0.002586 0.002568 0.012299 0.012251 -0.00093
"517" 12079 20040121 "GM" 54.12 0.004641 0.004641 0.005597 0.005539 0.002608 0.002564 0.007772
"518" 12079 20040122 "GM" 54.27 0.002772 0.002772 -0.002895 -0.002925 -0.003088 -0.003121 -0.003207
"519" 12079 20040123 "GM" 53.74 -0.009766 -0.009766 -0.001379 -0.001389 0.003266 0.003247 -0.002089
"520" 12079 20040126 "GM" 53.77 0.000558 0.000558 0.010495 0.010494 0.007669 0.007654 0.012106
"521" 12079 20040127 "GM" 53.42 -0.006509 -0.006509 -0.008577 -0.008581 -0.002394 -0.002399 -0.009798
"522" 12079 20040128 "GM" 52.46 -0.017971 -0.017971 -0.014186 -0.014349 -0.013049 -0.013226 -0.01361
"523" 12079 20040129 "GM" 50.71 -0.033359 -0.033359 0.001366 0.001162 -0.008374 -0.00843 0.004989
"524" 12079 20040130 "GM" 49.68 -0.020312 -0.020312 -0.000616 -0.000623 0.00353 0.003517 -0.002628
"525" 12079 20040202 "GM" 48.7 -0.019726 -0.019726 0.002934 0.002917 0.000397 0.000365 0.003651
"526" 12079 20040203 "GM" 47.86 -0.017248 -0.017248 0.000129 0.000121 3.5e-05 1e-05 0.000678
"527" 12079 20040204 "GM" 47.97 0.002298 0.002298 -0.009921 -0.010064 -0.014544 -0.014624 -0.008371
"528" 12079 20040205 "GM" 48.51 0.011257 0.011257 0.00228 0.002248 0.001911 0.001839 0.001838
"529" 12079 20040206 "GM" 48.64 0.00268 0.00268 0.014348 0.0143 0.016339 0.016299 0.012555
"530" 12079 20040209 "GM" 49.11 0.009663 0.009663 -4e-04 -0.000547 0.004509 0.004477 -0.002581
"531" 12079 20040210 "GM" 49.27 0.003258 0.003258 0.005811 0.005798 0.00723 0.007169 0.005027
"532" 12079 20040211 "GM" 49.8 0.020905 0.010757 0.010257 0.009918 0.007439 0.00713 0.010667
"533" 12079 20040212 "GM" 49.55 -0.00502 -0.00502 -0.004532 -0.004623 -0.002436 -0.00255 -0.00488
"534" 12079 20040213 "GM" 48.88 -0.013522 -0.013522 -0.005319 -0.005384 -0.005332 -0.005352 -0.005468
"535" 12079 20040217 "GM" 49.48 0.012275 0.012275 0.009802 0.009793 0.009204 0.009187 0.009757
"536" 12079 20040218 "GM" 48.89 -0.011924 -0.011924 -0.004462 -0.004571 -0.003134 -0.003194 -0.004468
"537" 12079 20040219 "GM" 49.6 0.014522 0.014522 -0.005333 -0.005367 -0.006904 -0.00694 -0.004133
"538" 12079 20040220 "GM" 48.51 -0.021976 -0.021976 -0.003535 -0.003559 -0.005238 -0.005272 -0.002572
"539" 12079 20040223 "GM" 47.51 -0.020614 -0.020614 -0.00503 -0.005059 -0.0108 -0.010816 -0.002727
"540" 12079 20040224 "GM" 47.42 -0.001894 -0.001894 -0.00097 -0.000974 -0.002408 -0.002415 -0.001665
"541" 12079 20040225 "GM" 47.91 0.010333 0.010333 0.005122 0.005001 0.00674 0.006608 0.004021
"542" 12079 20040226 "GM" 47.78 -0.002713 -0.002713 0.002926 0.002699 0.006325 0.006239 0.001084
"543" 12079 20040227 "GM" 48.12 0.007116 0.007116 0.001566 0.001557 0.005456 0.005453 2.6e-05
"544" 12079 20040301 "GM" 48.65 0.011014 0.011014 0.010248 0.010209 0.012118 0.012041 0.009625
"545" 12079 20040302 "GM" 48.6 -0.001028 -0.001028 -0.005627 -0.00564 -0.002248 -0.00226 -0.005934
"546" 12079 20040303 "GM" 47.95 -0.013374 -0.013374 0.001201 0.000992 0.002227 0.002129 0.001688
"547" 12079 20040304 "GM" 48.3 0.007299 0.007299 0.004562 0.004533 0.007842 0.007797 0.003336
"548" 12079 20040305 "GM" 48.38 0.001656 0.001656 0.002974 0.002961 0.003454 0.003434 0.001723
"549" 12079 20040308 "GM" 47.63 -0.015502 -0.015502 -0.008042 -0.008105 -0.00601 -0.006058 -0.00835
"550" 12079 20040309 "GM" 46.78 -0.017846 -0.017846 -0.006624 -0.006658 -0.007299 -0.007324 -0.005779
"551" 12079 20040310 "GM" 46.08 -0.014964 -0.014964 -0.015174 -0.015282 -0.014762 -0.014877 -0.014633
"552" 12079 20040311 "GM" 44.9 -0.025608 -0.025608 -0.013986 -0.014278 -0.011873 -0.0122 -0.015224
"553" 12079 20040312 "GM" 45.39 0.010913 0.010913 0.012785 0.012771 0.014299 0.014182 0.01246
"554" 12079 20040315 "GM" 44.97 -0.009253 -0.009253 -0.015542 -0.015574 -0.016513 -0.016559 -0.01435
"555" 12079 20040316 "GM" 45.52 0.01223 0.01223 0.004597 0.004571 -0.00122 -0.001249 0.005623
"556" 12079 20040317 "GM" 46.49 0.021309 0.021309 0.012464 0.012397 0.013407 0.013328 0.011749
"557" 12079 20040318 "GM" 46.34 -0.003227 -0.003227 -0.0015 -0.001519 -0.001807 -0.001837 -0.001273
"558" 12079 20040319 "GM" 45.1 -0.026759 -0.026759 -0.009451 -0.009469 -0.00302 -0.003054 -0.011173
"559" 12079 20040322 "GM" 45.01 -0.001996 -0.001996 -0.014016 -0.014033 -0.01614 -0.016176 -0.012958
"560" 12079 20040323 "GM" 45.08 0.001555 0.001555 -0.000694 -0.000698 0.001573 0.001557 -0.001324
"561" 12079 20040324 "GM" 45.2 0.002662 0.002662 -0.003346 -0.003356 -0.003036 -0.003078 -0.002395
"562" 12079 20040325 "GM" 45.61 0.009071 0.009071 0.016656 0.016643 0.013398 0.013375 0.016365
"563" 12079 20040326 "GM" 45.77 0.003508 0.003508 0.000327 0.000321 0.003268 0.003221 -0.001019
"564" 12079 20040329 "GM" 46.6 0.018134 0.018134 0.013132 0.012923 0.011186 0.010927 0.013005
"565" 12079 20040330 "GM" 47.6 0.021459 0.021459 0.005166 0.005134 0.006653 0.006605 0.004036
"566" 12079 20040331 "GM" 47.1 -0.010504 -0.010504 0.000196 0.000127 0.004052 0.004012 -0.000701
"567" 12079 20040401 "GM" 47.09 -0.000212 -0.000212 0.006666 0.006638 0.006876 0.00683 0.005292
"568" 12079 20040402 "GM" 46.6 -0.010406 -0.010406 0.008592 0.008538 0.009104 0.009091 0.008515
"569" 12079 20040405 "GM" 47.65 0.022532 0.022532 0.006556 0.006552 0.005305 0.005289 0.007672
"570" 12079 20040406 "GM" 47.76 0.002308 0.002308 -0.00345 -0.00368 -0.006199 -0.006254 -0.002095
"571" 12079 20040407 "GM" 46.7 -0.022194 -0.022194 -0.004299 -0.004344 0.001555 0.001516 -0.006645
"572" 12079 20040408 "GM" 46.52 -0.003854 -0.003854 -0.001938 -0.00206 -0.000685 -0.000717 -0.001061
"573" 12079 20040412 "GM" 46.77 0.005374 0.005374 0.003962 0.003946 0.004262 0.004247 0.005161
"574" 12079 20040413 "GM" 46.29 -0.010263 -0.010263 -0.014924 -0.014997 -0.014536 -0.01477 -0.013762
"575" 12079 20040414 "GM" 45.96 -0.007129 -0.007129 -0.003324 -0.003373 -0.007152 -0.0073 -0.001124
"576" 12079 20040415 "GM" 45.39 -0.012402 -0.012402 -8.2e-05 -8.5e-05 -0.001682 -0.001705 0.000594
"577" 12079 20040416 "GM" 46.17 0.017184 0.017184 0.004869 0.004717 0.0044 0.004366 0.005111
"578" 12079 20040419 "GM" 46.15 -0.000433 -0.000433 0.002223 0.00222 0.004071 0.004063 0.001066
"579" 12079 20040420 "GM" 47.77 0.035103 0.035103 -0.015426 -0.015446 -0.01245 -0.012467 -0.015557
"580" 12079 20040421 "GM" 48.27 0.010467 0.010467 0.005474 0.005416 0.002376 0.002316 0.005312
"581" 12079 20040422 "GM" 48.84 0.011809 0.011809 0.014496 0.014457 0.010784 0.010759 0.014091
"582" 12079 20040423 "GM" 49.18 0.006962 0.006962 -0.000306 -0.000315 -0.000902 -0.00092 0.000588
"583" 12079 20040426 "GM" 49.33 0.00305 0.00305 -0.003132 -0.003136 -0.002583 -0.002617 -0.004445
"584" 12079 20040427 "GM" 49.5 0.003446 0.003446 0.001196 0.001194 -9.8e-05 -0.000137 0.002272
"585" 12079 20040428 "GM" 48.5 -0.020202 -0.020202 -0.015813 -0.015989 -0.017847 -0.018066 -0.013795
"586" 12079 20040429 "GM" 47.62 -0.018144 -0.018144 -0.008793 -0.009033 -0.014693 -0.014788 -0.007591
"587" 12079 20040430 "GM" 47.42 -0.0042 -0.0042 -0.006457 -0.006469 -0.01076 -0.010833 -0.005916
"588" 12079 20040503 "GM" 48.29 0.018347 0.018347 0.008485 0.00845 0.001712 0.001604 0.009203
"589" 12079 20040504 "GM" 47.94 -0.007248 -0.007248 0.003537 0.003521 0.006555 0.006521 0.001843
"590" 12079 20040505 "GM" 47.56 -0.007927 -0.007927 0.002455 0.002315 0.003218 0.003093 0.001769
"591" 12079 20040506 "GM" 46.27 -0.027124 -0.027124 -0.008366 -0.008468 -0.011141 -0.011273 -0.006723
"592" 12079 20040507 "GM" 44.6 -0.036093 -0.036093 -0.015959 -0.015961 -0.016934 -0.016964 -0.013725
"593" 12079 20040510 "GM" 44.03 -0.01278 -0.01278 -0.013775 -0.013812 -0.021226 -0.021273 -0.01054
"594" 12079 20040511 "GM" 44.61 0.013173 0.013173 0.00989 0.009734 0.012822 0.012796 0.007662
"595" 12079 20040512 "GM" 44.48 0.008294 -0.002914 0.00116 0.000852 -0.001461 -0.00185 0.001671
"596" 12079 20040513 "GM" 44.15 -0.007419 -0.007419 -0.000876 -0.000952 -0.001152 -0.001251 -0.000766
"597" 12079 20040514 "GM" 44.35 0.00453 0.00453 -0.001335 -0.00147 -0.003696 -0.003746 -0.000675
"598" 12079 20040517 "GM" 43.4 -0.02142 -0.02142 -0.010752 -0.010821 -0.013039 -0.013061 -0.010587
"599" 12079 20040518 "GM" 44.11 0.016359 0.016359 0.007791 0.00762 0.007593 0.007501 0.006817
"600" 12079 20040519 "GM" 43.64 -0.010655 -0.010655 -0.001133 -0.001259 0.002872 0.002814 -0.002574
"601" 12079 20040520 "GM" 43.46 -0.004125 -0.004125 0.000392 0.000356 -0.001566 -0.001672 0.000468
"602" 12079 20040521 "GM" 43.08 -0.008744 -0.008744 0.004468 0.004455 0.006044 0.006007 0.004012
"603" 12079 20040524 "GM" 43.77 0.016017 0.016017 0.003709 0.003688 0.006881 0.006853 0.001692
"604" 12079 20040525 "GM" 44.74 0.022161 0.022161 0.016326 0.016321 0.014261 0.014236 0.016104
"605" 12079 20040526 "GM" 45.14 0.00894 0.00894 0.002683 0.002552 0.005591 0.005435 0.001698
"606" 12079 20040527 "GM" 45.44 0.006646 0.006646 0.005661 0.00555 0.00497 0.004862 0.005686
"607" 12079 20040528 "GM" 45.39 -0.0011 -0.0011 0.000315 0.000301 0.003178 0.003172 -0.000535
"608" 12079 20040601 "GM" 45.02 -0.008152 -0.008152 0.001376 0.001354 0.00229 0.002224 0.000464
"609" 12079 20040602 "GM" 45.38 0.007996 0.007996 0.002946 0.002696 0.002682 0.00259 0.00338
"610" 12079 20040603 "GM" 45.62 0.005289 0.005289 -0.008543 -0.008654 -0.009511 -0.009576 -0.007422
"611" 12079 20040604 "GM" 46.22 0.013152 0.013152 0.006059 0.006037 0.006289 0.006257 0.005248
"612" 12079 20040607 "GM" 47.11 0.019256 0.019256 0.015579 0.015547 0.012268 0.012243 0.015964
"613" 12079 20040608 "GM" 47.48 0.007854 0.007854 0.000591 0.000521 -0.000904 -0.000959 0.001543
"614" 12079 20040609 "GM" 47.34 -0.002949 -0.002949 -0.010734 -0.01081 -0.010233 -0.010313 -0.009499
"615" 12079 20040610 "GM" 48.06 0.015209 0.015209 0.003555 0.003517 0.000846 0.000778 0.004543
"616" 12079 20040614 "GM" 47.09 -0.020183 -0.020183 -0.011038 -0.011311 -0.013466 -0.013832 -0.009837
"617" 12079 20040615 "GM" 47.64 0.01168 0.01168 0.007984 0.007956 0.009432 0.009384 0.005972
"618" 12079 20040616 "GM" 47.88 0.005038 0.005038 0.001385 0.001361 0.001809 0.001749 0.001369
"619" 12079 20040617 "GM" 47.77 -0.002297 -0.002297 -0.000465 -0.000504 -0.000447 -0.000494 -0.001332
"620" 12079 20040618 "GM" 47.98 0.004396 0.004396 0.00218 0.00216 -0.000298 -0.000338 0.002624
"621" 12079 20040621 "GM" 47.36 -0.012922 -0.012922 -0.003701 -0.003711 -0.001542 -0.001639 -0.004159
"622" 12079 20040622 "GM" 47.62 0.00549 0.00549 0.003833 0.003811 0.003032 0.00298 0.003636
"623" 12079 20040623 "GM" 48.26 0.01344 0.01344 0.008847 0.008827 0.008443 0.008393 0.008507
"624" 12079 20040624 "GM" 47.79 -0.009739 -0.009739 -0.001963 -0.002127 0.001372 0.001346 -0.002981
"625" 12079 20040625 "GM" 47.65 -0.002929 -0.002929 -0.001975 -0.001983 0.00442 0.004396 -0.005453
"626" 12079 20040628 "GM" 46.51 -0.023925 -0.023925 -0.002295 -0.002498 -0.002598 -0.0029 -0.000952
"627" 12079 20040629 "GM" 46.82 0.006665 0.006665 0.002705 0.002675 0.003791 0.003755 0.002515
"628" 12079 20040630 "GM" 46.59 -0.004912 -0.004912 0.005476 0.005394 0.006791 0.006722 0.004084
"629" 12079 20040701 "GM" 45.48 -0.023825 -0.023825 -0.009919 -0.010011 -0.007864 -0.007979 -0.010431
"630" 12079 20040702 "GM" 45.24 -0.005277 -0.005277 -0.001822 -0.001847 0.001429 0.001417 -0.003153
"631" 12079 20040706 "GM" 44.55 -0.015252 -0.015252 -0.008961 -0.008965 -0.010532 -0.010551 -0.008148
"632" 12079 20040707 "GM" 44.22 -0.007407 -0.007407 0.001941 0.001746 0.000561 0.000478 0.001899
"633" 12079 20040708 "GM" 43.76 -0.010403 -0.010403 -0.009204 -0.009253 -0.012083 -0.012118 -0.008244
"634" 12079 20040709 "GM" 44.24 0.010969 0.010969 0.003278 0.003242 0.002667 0.00265 0.003336
"635" 12079 20040712 "GM" 44.31 0.001582 0.001582 5.6e-05 3.4e-05 -0.002864 -0.002885 0.001384
"636" 12079 20040713 "GM" 44.68 0.00835 0.00835 0.000521 0.000441 -0.000969 -0.001238 0.000709
"637" 12079 20040714 "GM" 44.14 -0.012086 -0.012086 -0.002641 -0.00268 -0.003875 -0.003962 -0.003291
"638" 12079 20040715 "GM" 43.94 -0.004531 -0.004531 -0.003301 -0.003304 0.000464 0.000446 -0.004301
"639" 12079 20040716 "GM" 43.6 -0.007738 -0.007738 -0.004657 -0.004674 -0.006543 -0.006562 -0.004789
"640" 12079 20040719 "GM" 43.77 0.003899 0.003899 -0.000598 -0.000599 -0.004277 -0.004281 -0.000445
"641" 12079 20040720 "GM" 43.6 -0.003884 -0.003884 0.007468 0.007458 0.008188 0.008141 0.007058
"642" 12079 20040721 "GM" 43.35 -0.005734 -0.005734 -0.014464 -0.014536 -0.015712 -0.015758 -0.01334
"643" 12079 20040722 "GM" 43.15 -0.004614 -0.004614 0.000818 0.000784 -0.004281 -0.004312 0.002706
"644" 12079 20040723 "GM" 42.93 -0.005099 -0.005099 -0.010186 -0.010197 -0.010544 -0.010567 -0.009701
"645" 12079 20040726 "GM" 42.66 -0.006289 -0.006289 -0.004682 -0.004687 -0.009917 -0.009929 -0.00197
"646" 12079 20040727 "GM" 43.46 0.018753 0.018753 0.010385 0.010384 0.010437 0.010427 0.009935
"647" 12079 20040728 "GM" 44.12 0.015186 0.015186 -0.000162 -0.000354 -0.001939 -0.002161 0.000539
"648" 12079 20040729 "GM" 42.75 -0.031052 -0.031052 0.00665 0.006418 0.010063 0.009986 0.004574
"649" 12079 20040730 "GM" 43.14 0.009123 0.009123 0.001471 0.00146 0.006061 0.006006 0.001172
"650" 12079 20040802 "GM" 43.3 0.003709 0.003709 0.003532 0.003514 -0.001308 -0.001351 0.004448
"651" 12079 20040803 "GM" 43.07 -0.005312 -0.005312 -0.006662 -0.006674 -0.006846 -0.006866 -0.006262
"652" 12079 20040804 "GM" 43.13 0.001393 0.001393 -0.002272 -0.002431 -0.003547 -0.003644 -0.000964
"653" 12079 20040805 "GM" 42.54 -0.01368 -0.01368 -0.015919 -0.015959 -0.012299 -0.012375 -0.01632
"654" 12079 20040806 "GM" 41.49 -0.024683 -0.024683 -0.014944 -0.014995 -0.015345 -0.01544 -0.015481
"655" 12079 20040809 "GM" 41.44 -0.001205 -0.001205 0.000131 1e-04 -0.004102 -0.004142 0.001175
"656" 12079 20040810 "GM" 42.17 0.017616 0.017616 0.013192 0.013175 0.011239 0.011219 0.012974
"657" 12079 20040811 "GM" 41.74 0.00166 -0.010197 -0.003383 -0.003823 -0.00646 -0.006719 -0.003012
"658" 12079 20040812 "GM" 40.82 -0.022041 -0.022041 -0.01163 -0.011701 -0.011899 -0.012071 -0.011675
"659" 12079 20040813 "GM" 40.69 -0.003185 -0.003185 0.001961 0.001864 0.000769 0.000727 0.001477
"660" 12079 20040816 "GM" 41.42 0.017941 0.017941 0.013976 0.013908 0.01096 0.010911 0.013655
"661" 12079 20040817 "GM" 41.58 0.003863 0.003863 0.002927 0.002855 0.004402 0.004384 0.002196
"662" 12079 20040818 "GM" 41.96 0.009139 0.009139 0.012865 0.012708 0.013786 0.013701 0.012443
"663" 12079 20040819 "GM" 41.54 -0.010009 -0.010009 -0.003137 -0.003157 -0.001599 -0.001617 -0.003598
"664" 12079 20040820 "GM" 41.33 -0.005055 -0.005055 0.00817 0.008164 0.011319 0.011284 0.006525
"665" 12079 20040823 "GM" 41.36 0.000726 0.000726 -0.003438 -0.003517 -0.00282 -0.002865 -0.002431
"666" 12079 20040824 "GM" 41.49 0.003143 0.003143 0.000578 0.000565 0.000581 0.000566 0.000465
"667" 12079 20040825 "GM" 41.74 0.006026 0.006026 0.007997 0.007935 0.007774 0.007662 0.008
"668" 12079 20040826 "GM" 41.9 0.003833 0.003833 -0.000349 -0.000371 -0.001208 -0.001233 0.000118
"669" 12079 20040827 "GM" 41.75 -0.00358 -0.00358 0.002979 0.002874 0.00545 0.005369 0.002425
"670" 12079 20040830 "GM" 41.1 -0.015569 -0.015569 -0.008134 -0.00824 -0.005767 -0.005862 -0.007781
"671" 12079 20040831 "GM" 41.31 0.00511 0.00511 0.00509 0.005065 0.005749 0.005738 0.004631
"672" 12079 20040901 "GM" 41.21 -0.002421 -0.002421 0.003412 0.003163 0.004552 0.004451 0.001512
"673" 12079 20040902 "GM" 42.9 0.04101 0.04101 0.010564 0.010552 0.008554 0.008528 0.011212
"674" 12079 20040903 "GM" 42.53 -0.008625 -0.008625 -0.004239 -0.004252 -0.003307 -0.003333 -0.004185
"675" 12079 20040907 "GM" 43.14 0.014343 0.014343 0.007453 0.007416 0.006994 0.006936 0.006887
"676" 12079 20040908 "GM" 43.21 0.001623 0.001623 -0.004531 -0.004698 -0.003544 -0.003696 -0.004486
"677" 12079 20040909 "GM" 42.82 -0.009026 -0.009026 0.003147 0.003135 0.007356 0.007331 0.00189
"678" 12079 20040910 "GM" 42.68 -0.003269 -0.003269 0.004988 0.004966 0.00619 0.006127 0.004954
"679" 12079 20040913 "GM" 43 0.007498 0.007498 0.003105 0.002837 0.005144 0.004858 0.001691
"680" 12079 20040914 "GM" 42.65 -0.008139 -0.008139 0.001934 0.001904 0.000419 0.000371 0.002229
"681" 12079 20040915 "GM" 42.11 -0.012661 -0.012661 -0.006371 -0.006405 -0.003611 -0.003685 -0.007055
"682" 12079 20040916 "GM" 42.03 -0.0019 -0.0019 0.004133 0.004104 0.006373 0.00629 0.002794
"683" 12079 20040917 "GM" 42.05 0.000476 0.000476 0.00335 0.003323 0.001158 0.00112 0.004495
"684" 12079 20040920 "GM" 41.84 -0.004994 -0.004994 -0.004635 -0.004639 -0.001886 -0.001897 -0.005627
"685" 12079 20040921 "GM" 42.05 0.005019 0.005019 0.007496 0.007484 0.007463 0.00744 0.006327
"686" 12079 20040922 "GM" 41.48 -0.013555 -0.013555 -0.012931 -0.012958 -0.009898 -0.009977 -0.013938
"687" 12079 20040923 "GM" 41.19 -0.006991 -0.006991 -0.00345 -0.003605 -0.000186 -0.000218 -0.00467
"688" 12079 20040924 "GM" 41.36 0.004127 0.004127 0.001519 0.001499 0.000874 0.000849 0.001579
"689" 12079 20040927 "GM" 41.15 -0.005077 -0.005077 -0.006774 -0.006786 -0.00809 -0.008126 -0.005936
"690" 12079 20040928 "GM" 41.25 0.00243 0.00243 0.00659 0.00638 0.006534 0.00623 0.005926
"691" 12079 20040929 "GM" 41.1 -0.003636 -0.003636 0.004723 0.004634 0.005863 0.005808 0.00427
"692" 12079 20040930 "GM" 42.48 0.033577 0.033577 0.001208 0.001197 0.005099 0.005085 -0.000197
"693" 12079 20041001 "GM" 43.14 0.015537 0.015537 0.014764 0.01473 0.013043 0.013001 0.015181
"694" 12079 20041004 "GM" 42.48 -0.015299 -0.015299 0.00369 0.003605 0.005084 0.005073 0.003243
"695" 12079 20041005 "GM" 42.16 -0.007533 -0.007533 -0.000531 -0.00054 -8.2e-05 -9.5e-05 -0.000608
"696" 12079 20041006 "GM" 42.08 -0.001897 -0.001897 0.006931 0.006676 0.005975 0.005845 0.006673
"697" 12079 20041007 "GM" 41.54 -0.012833 -0.012833 -0.01023 -0.010279 -0.007995 -0.008018 -0.009982
"698" 12079 20041008 "GM" 41.49 -0.001204 -0.001204 -0.006685 -0.006698 -0.005674 -0.005701 -0.007527
"699" 12079 20041011 "GM" 41.42 -0.001687 -0.001687 0.001708 0.001708 0.002378 0.002378 0.002005
"700" 12079 20041012 "GM" 41.8 0.009174 0.009174 -0.00238 -0.002384 -0.002549 -0.00257 -0.002268
"701" 12079 20041013 "GM" 41.3 -0.011962 -0.011962 -0.007343 -0.00748 -0.006426 -0.006759 -0.007301
"702" 12079 20041014 "GM" 38.84 -0.059564 -0.059564 -0.008121 -0.008128 -0.006097 -0.006172 -0.009303
"703" 12079 20041015 "GM" 38.95 0.002832 0.002832 0.004777 0.004767 0.004152 0.004139 0.00445
"704" 12079 20041018 "GM" 38.91 -0.001027 -0.001027 0.004416 0.004413 0.001699 0.001676 0.005252
"705" 12079 20041019 "GM" 38 -0.023387 -0.023387 -0.00866 -0.008663 -0.004584 -0.004595 -0.009686
"706" 12079 20041020 "GM" 37.84 -0.004211 -0.004211 0.001842 0.001778 0.00284 0.002793 0.00039
"707" 12079 20041021 "GM" 38.08 0.006343 0.006343 0.004423 0.004378 0.007061 0.006956 0.002564
"708" 12079 20041022 "GM" 37.81 -0.00709 -0.00709 -0.009262 -0.009282 -0.006433 -0.006445 -0.009715
"709" 12079 20041025 "GM" 37.04 -0.020365 -0.020365 -0.00011 -0.00011 0.002031 0.00203 -0.000849
"710" 12079 20041026 "GM" 37.57 0.014309 0.014309 0.013015 0.013014 0.006836 0.006816 0.01487
"711" 12079 20041027 "GM" 38.08 0.013575 0.013575 0.012514 0.012318 0.009866 0.00968 0.012879
"712" 12079 20041028 "GM" 38.81 0.01917 0.01917 0.001122 0.000868 7.1e-05 -2.4e-05 0.001813
"713" 12079 20041029 "GM" 38.55 -0.006699 -0.006699 0.002336 0.002294 0.001993 0.001957 0.002448
"714" 12079 20041101 "GM" 39.34 0.020493 0.020493 0.000813 0.000807 0.001722 0.001694 0.000274
"715" 12079 20041102 "GM" 39.18 -0.004067 -0.004067 1.8e-05 1.3e-05 0.000245 0.000234 2.7e-05
"716" 12079 20041103 "GM" 38.8 -0.009699 -0.009699 0.011648 0.011473 0.010249 0.010162 0.011198
"717" 12079 20041104 "GM" 39.5 0.030928 0.018041 0.014317 0.014262 0.007665 0.007582 0.016156
"718" 12079 20041105 "GM" 39.8 0.007595 0.007595 0.003823 0.003808 0.004762 0.004744 0.003874
"719" 12079 20041108 "GM" 39.73 -0.001759 -0.001759 -0.00126 -0.001354 -0.001109 -0.001293 -0.001098
"720" 12079 20041109 "GM" 39.97 0.006041 0.006041 0.000579 0.000272 0.004681 0.004548 -0.000695
"721" 12079 20041110 "GM" 39.36 -0.015261 -0.015261 0.000523 0.000318 0.005021 0.004685 -0.001005
"722" 12079 20041111 "GM" 39.9 0.01372 0.01372 0.008922 0.008922 0.008567 0.008567 0.009089
"723" 12079 20041112 "GM" 40.21 0.007769 0.007769 0.008834 0.008718 0.007784 0.007714 0.00911
"724" 12079 20041115 "GM" 40.25 0.000995 0.000995 0.000479 -0.001662 0.003901 0.003862 -0.000304
"725" 12079 20041116 "GM" 39.66 -0.014658 -0.014658 -0.005983 -0.006052 -0.003362 -0.003382 -0.007079
"726" 12079 20041117 "GM" 39.77 0.002774 0.002774 0.006101 0.005998 0.007895 0.007807 0.005538
"727" 12079 20041118 "GM" 39.88 0.002766 0.002766 0.000177 0.00016 0.000565 0.000523 0.001362
"728" 12079 20041119 "GM" 38.9 -0.024574 -0.024574 -0.009894 -0.009941 -0.005725 -0.005772 -0.011161
"729" 12079 20041122 "GM" 39.05 0.003856 0.003856 0.006183 0.006156 0.006315 0.006267 0.005896
"730" 12079 20041123 "GM" 38.73 -0.008195 -0.008195 0.000873 0.000828 0.003942 0.00389 -0.000255
"731" 12079 20041124 "GM" 39.56 0.02143 0.02143 0.005135 0.005094 0.007954 0.007928 0.004095
"732" 12079 20041126 "GM" 39.23 -0.008342 -0.008342 0.001803 0.001698 0.004957 0.004871 0.000753
